task_name,arrival_time,start_time,service_time,completion_time,wait_time,turnaround_time
Task-298,312.1167980714247,371.73613527136695,5.7642922667787175,377.5004275381457,59.61934,65.38363
Task-299,313.2729546356351,374.13904737317046,4.423307576553461,378.5623549497239,60.86609,65.2894
Task-301,315.3922673668016,376.36597962410593,4.572140852088814,380.93812047619474,60.97371,65.54585
Task-300,313.65663845786247,376.0817601172455,4.881562838717277,380.9633229559628,62.42512,67.30668
Task-303,316.5247328075849,378.5623549497239,4.9637404786347945,383.5260954283587,62.03762,67.00136
Task-302,316.3116435279096,377.5004275381457,6.08924071819638,383.58966825634207,61.18878,67.27802
Task-304,316.80654760595985,380.93812047619474,5.559104925344519,386.49722540153925,64.13157,69.69068
Task-305,318.5623348487807,380.9633229559628,5.677553541827117,386.6408764977899,62.40099,68.07854
Task-306,318.60004059418895,383.5260954283587,4.444436426017986,387.9705318543767,64.92605,69.37049
Task-307,318.77363056871803,383.58966825634207,4.720136847297856,388.3098051036399,64.81604,69.53617
Task-309,319.21925262987935,386.6408764977899,4.585668905874323,391.22654540366426,67.42162,72.00729
Task-308,318.92031161612533,386.49722540153925,5.121781063686084,391.6190064652253,67.57691,72.69869
Task-310,320.84653981173796,387.9705318543767,4.537521353760983,392.5080532081377,67.12399,71.66151
Task-311,322.76060941667583,388.3098051036399,5.030408189149636,393.34021329278954,65.5492,70.5796
Task-313,323.92653776146807,391.6190064652253,4.705032096667475,396.3240385618928,67.69247,72.3975
Task-312,323.8318904402282,391.22654540366426,5.406266628473819,396.6328120321381,67.39465,72.80092
Task-314,326.79409042331025,392.5080532081377,5.49209761530992,398.00015082344765,65.71396,71.20606
Task-315,328.95313690866914,393.34021329278954,5.2664803260616875,398.60669361885124,64.38708,69.65356
Task-317,331.09079827565114,396.6328120321381,4.608641811670779,401.24145384380887,65.54201,70.15066
Task-316,330.5965828212955,396.3240385618928,5.883936782969173,402.20797534486195,65.72746,71.61139
Task-319,332.76405045154445,398.60669361885124,4.5770302790407325,403.183723897892,65.84264,70.41967
